Title,Company,Experience,Salary,Location,Posted,Applications,Role,Employment_type,Education,Skills
"Manager, Data & Analytics - Financial Services",RSM US in India,9 - 13 years,Not Disclosed,"Hyderabad, Bengaluru", Few Hours Ago, Less than 10," Full Time, Permanent", NLP / DL Engineering / Architect," 
UG: Any Graduate
PG: MBA/PGDM in Marketing","python, presentation skills, big data technologies, financial services, cloud computing, continuous integration, snowflake, cdc, microsoft azure, ci/cd, pyspark, power bi, presales, sales, sql, data bricks, tableau, spark, gcp, devops, kafka, hadoop, aws, etl"
Looker Developer,Capgemini,6 - 9 years,Not Disclosed,Chennai, Few Hours Ago, Less than 10," Full Time, Permanent", Database Analyst," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","python, dashboards, sql, tableau, etl, snowflake, data analysis, data analytics, oracle, data warehousing, power bi, business intelligence, sql server, sales, qlikview, marketing, data modeling, gcp, data visualization, aws, informatica"
Pune || MLOps Engineer,Globallogic,5 - 10 years,Not Disclosed,Pune, Few Hours Ago,46," Full Time, Permanent", Search Engineer," 
PG: Any Postgraduate","continuous integration, kubernetes, ci/cd, artificial intelligence, docker, gcp, devops, jenkins, scripting languages, ml, communication skills, cd, python, data analytics, airflow, microsoft azure, aiml, monitoring, gitlab ci, configuration management, data hub, kafka, data governance, bash, aws"
Data Platform Engineer,Tetrahed,5 - 7 years,Not Disclosed,"Noida, Chennai, Bengaluru", 5 days ago,95," Full Time, Permanent", Data Platform Engineer," 
UG: B.Sc in Any Specialization
PG: Any Postgraduate
Doctorate: Doctorate Not Required","Azure, Data Pipeline Creation, Big Data, DB Integration, DW Data Lakes, Cloud Services, API Development, Data Integration, System Monitoring, GCP, Data Security, ETL, Data Analytics, AWS, Cloud Native"
Data Lead - Artificial Intelligence / Machine Learning,Tetrahed,18 - 25 years,Not Disclosed,Noida, 6 days ago,89," Full Time, Permanent", Data Science & Analytics - Other," 
UG: Any Graduate
PG: Any Postgraduate
Doctorate: Doctorate Not Required","Artificial Intelligence, Machine Learning, Data Engineering, SAS, GCP, Tableau, Looker, Data Analytics, AWS"
Sr Solution Architect - Data & AI,Tetrahed,18 - 24 years,Not Disclosed,Noida, 6 days ago,138," Full Time, Permanent", Head - Data Science," 
UG: Any Graduate
PG: Any Postgraduate
Doctorate: Doctorate Not Required","Data Analytics, technology service, Azure, AI/ML, Data Engineering, Software development, GCP, Database, AWS"
Senior Data Analytics Engineer,Chimpsatwork Studios,6 - 8 years,Not Disclosed,"Chennai, Delhi / NCR, Bengaluru", 6 days ago,258," Full Time, Permanent", Data Science & Analytics - Other," 
UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization
PG: Any Postgraduate
Doctorate: Doctorate Not Required","Data Analytics, Azure, Power BI, GCP, Tableau, data engineering, AWS"
I&F Decision Sci Practitioner Specialist,Accenture,7 - 11 years,Not Disclosed,Bengaluru, 7 days ago,27," Full Time, Permanent", Analytics Consultant," 
UG: Any Graduate
PG: Any Postgraduate","python, sql, tableau, marketing analytics, bigquery, hive, data analytics, data analysis, oracle, predictive analytics, power bi, data warehousing, business intelligence, sql server, qlikview, data modeling, gcp, spark, mysql, data visualization, etl, aws, informatica"
S&C Global Network - AI - Supply Chain Analytics-Analyst,Accenture,2 - 6 years,Not Disclosed,Mumbai, 7 days ago,64," Full Time, Permanent", Analytics Consultant," 
UG: Any Graduate
PG: Any Postgraduate","python, data analytics, data manipulation, pyspark, data modeling, anaplan, sap, supply chain, microsoft azure, power bi, machine learning, supply, data preparation, sql, tableau, descriptive analysis, sap ibp, cloud applications, gcp, ibp, data visualization, aws"
Sr Analytics Consultant,UKG,5 - 8 years,Not Disclosed,Noida, 7 days ago,819," Full Time, Permanent", Analytics Consultant," 
UG: Any Graduate
PG: Any Postgraduate","data warehousing, power bi, cognos, sql, data modeling, python, data analytics, performance tuning, talend, bi, microsoft azure, business intelligence, dashboards, bi tools, gcp, data visualization, etl, aws, informatica, etl development, scripting languages"
S&C Global Network - AI - Supply Chain Analytics-Analyst,Accenture,2 - 6 years,Not Disclosed,Hyderabad, 7 days ago,68," Full Time, Permanent", Analytics Consultant," 
UG: Any Graduate
PG: Any Postgraduate","python, data analytics, data manipulation, pyspark, data modeling, anaplan, sap, supply chain, microsoft azure, power bi, machine learning, supply, data preparation, sql, tableau, descriptive analysis, sap ibp, cloud applications, gcp, ibp, data visualization, aws"
S&C Global Network - AI - Supply Chain Analytics-Analyst,Accenture,2 - 6 years,Not Disclosed,Pune, 7 days ago,88," Full Time, Permanent", Analytics Consultant," 
UG: Any Graduate
PG: Any Postgraduate","python, data analytics, data manipulation, pyspark, data modeling, anaplan, sap, supply chain, microsoft azure, power bi, machine learning, supply, data preparation, sql, tableau, descriptive analysis, sap ibp, cloud applications, gcp, ibp, data visualization, aws"
Data Platform Engineer,Accenture,7 - 12 years,Not Disclosed,Hyderabad, 7 days ago,14," Full Time, Permanent", Data Engineer," 
UG: Any Graduate
PG: Any Postgraduate","data analytics, microsoft azure, sql, data modeling, platform architecture, kubernetes, project management, openshift, data warehousing, cloud platforms, nosql, docker, iot, data bricks, java, gcp, devops, linux, jenkins, agile, hadoop, aws, big data, data integration"
Data Engineer II,NCR Corporation,2 - 5 years,Not Disclosed,Gurugram, 6 days ago,286," Full Time, Permanent", Data Engineer," 
UG: Any Graduate, B.A
PG: Any Postgraduate","gcp, data security, data processing, cloud native, aws, kubernetes, scala, data warehousing, pyspark, sql, docker, java, git, spark, couchbase, jenkins, hadoop, mongodb, python, data analytics, maven, microsoft azure, machine learning, nosql, pandas, cassandra"
Data Engineer-Data Platforms,IBM,2 - 5 years,Not Disclosed,Bengaluru, 6 days ago,70," Full Time, Permanent", Data Platform Engineer," 
UG: Any Graduate
PG: Any Postgraduate","python, scala, pyspark, sql, spark, cloudera, continuous integration, data analytics, data processing, airflow, big data technologies, ci/cd, microsoft azure, data engineering, distributed computing, gcp, kafka, data ingestion, gitlab, big data, aws, data integration"
"Associate Manager, D&Ai Data Operations, Sales",Pepsico,5 - 8 years,Not Disclosed,Hyderabad, 6 days ago,60," Full Time, Permanent", Branch Sales Manager (B2B)," 
UG: Any Graduate
PG: Any Postgraduate","CI/CD, Data Operations, Azure, AI/ML, CloudOps, GCP, Data Analytics, AWS, Azure DevOps"
Business Process Architect,Accenture,7 - 11 years,Not Disclosed,Bengaluru, 7 days ago, Less than 10," Full Time, Permanent", Principal Consultant," 
UG: Any Graduate
PG: Any Postgraduate","aws media services, networking, data analytics, digital advertising, broadcasting, udp, kubernetes, cloud migration, bms, vod, playout, docker, rtmp, sd, gcp, ss7, flex, mam, rms, trafficking, pcr, microsoft azure, rtsp, ott, hls, javascript, rtp, mpeg, hds, h264, http, aws"
Business Process Architect,Accenture,12 - 16 years,Not Disclosed,Bengaluru, 7 days ago, Less than 10," Full Time, Permanent", Solution Architect," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","aws media services, data services, data analytics, broadcasting, transcoding, udp, kubernetes, networking, sql, docker, gcp, lan, headend, cloud computing, mongodb, dhcp, tcp, python, supply chain, wan, ip, dns, pay, microsoft azure, encoding, javascript, ott, igmp, aws"
Engineering Manager,Okta,4 - 9 years,Not Disclosed,Bengaluru, 7 days ago,68," Full Time, Permanent", Engineering Manager," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","facilitation, apache flink, spark, kafka, hadoop, snowflake, kubernetes, beam, data analytics, engineering leadership, distribution system, engineering management, kinesis, mesos, elastic search, technical architecture, apache, gcp, scrum, agile, aws, cloud computing"
Software Development Engineer,Accenture,8 - 12 years,Not Disclosed,Bengaluru, 7 days ago,47," Full Time, Permanent", Data Platform Engineer," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","pyspark, cloud platforms, etl, big data, etl process, kubernetes, python, data analytics, scala, data warehousing, microsoft azure, warehouse, docker, data bricks, java, git, spark, gcp, jenkins, terraform, shell scripting, hadoop, aws, ci cd pipeline"
Account Manager,Coralogix,5 - 9 years,Not Disclosed,Bengaluru, 7 days ago, Less than 10," Full Time, Permanent", Key Account Manager," 
UG: Any Graduate
PG: Any Postgraduate","data analytics, gcp, presentation skills, log management, aws, sales, communication skills"
Software Engineer,Jags Consulting Services,0 years,4-5 Lacs P.A.,Chennai, 11 days ago,6162," Full Time, Permanent", Software Development - Other," 
UG: B.Tech/B.E. in Electronics/Telecommunication, Electrical and Electronics, Information Technology, Computers, Electrical
PG: MS/M.Sc(Science) in Computers, MCA in Computers","Data Science, Java, Fullstack Development, .Net, Python, Networking, testing, CCNA, CCNP, AWS"
Senior Data Engineer,Yodlee,2 - 7 years,Not Disclosed,Thiruvananthapuram, 9 days ago,38," Full Time, Permanent", Data Engineer," 
UG: Any Graduate
PG: Any Postgraduate","data science, GCP, Data modeling, data governance, power bi, microsoft azure, Data quality, Data analytics, microsoft"
Senior Data Engineer,Envestnet,2 - 7 years,Not Disclosed,Thiruvananthapuram, 9 days ago,48," Full Time, Permanent", Data Engineer," 
UG: Any Graduate
PG: Any Postgraduate","data science, GCP, Data modeling, data governance, power bi, microsoft azure, Data quality, Data analytics, microsoft"
Senior Data Engineer,Yodlee,2 - 7 years,Not Disclosed,Thiruvananthapuram, 9 days ago,38," Full Time, Permanent", Data Engineer," 
UG: Any Graduate
PG: Any Postgraduate","data science, GCP, Data modeling, data governance, power bi, microsoft azure, Data quality, Data analytics, microsoft"
AI - Manager / Consultant,Leading Client,4 - 9 years,Not Disclosed,Bengaluru, 11 days ago,135," Full Time, Permanent", Analytics Consultant," 
UG: Any Graduate, B.Tech/B.E. in Any Specialization
PG: MBA/PGDM in Any Specialization","Machine Learning, GenAI, MLOps AI solutions, Azure, GCP, Data Analytics, AutoML, AWS, AI frameworks"
S&C- Data and AI - CFO&EV Fraud Analytics (Consultant),Accenture,3 - 5 years,Not Disclosed,Bengaluru, 12 days ago,67," Full Time, Permanent", Analytics Consultant," 
UG: Any Graduate
PG: Any Postgraduate","artificial intelligence, ml, python, fraud analytics, r, ews, fico, rsa, falcon, bi, pyspark, sql, sas aml, model validation, gcp, actimize, model development, data visualization, etl, big data, data analytics, sas, microsoft azure, power bi, tableau, aws"
Kinaxis Consultant - RapidResponse Platform,Leading Client,3 - 6 years,Not Disclosed,"Mumbai, Delhi / NCR, Bengaluru", 13 days ago,101," Full Time, Permanent", Technical Consultant," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate
Doctorate: Doctorate Not Required","Kinaxis, RapidResponse Platform, ERP, Azure, GCP, Data Visualization, Asana, Data Analytics, System Integration, AWS, Jira"
Python Senior Developer,Infosys,3 - 5 years,Not Disclosed,Bengaluru, Few Hours Ago, Less than 10," Full Time, Permanent", Data warehouse Developer," 
UG: B.Sc in Chemistry, B.Tech/B.E. in Production/Industrial
PG: MCA in Computers, M.Tech in Electronics/Telecommunication, MS/M.Sc(Science) in Chemistry","python, database management, data science, debugging, sql database, schema, sql queries, natural language processing, microsoft azure, sql, application development, data extraction, java, computer science, gcp, devops, linux, devsecops, agile, aws, log analytics"
Data Scientist-Artificial Intelligence,IBM,3 - 7 years,Not Disclosed,Gurugram, Few Hours Ago, Less than 10," Full Time, Permanent", Data Scientist," 
UG: Any Graduate
PG: Any Postgraduate","algorithms, python, data analytics, tableau, ml, hive, data analysis, natural language processing, pyspark, data warehousing, machine learning, artificial intelligence, sql, pandas, deep learning, java, data science, spark, kafka, hadoop, big data, aws, etl"
Data Scientist-Artificial Intelligence,IBM,3 - 7 years,Not Disclosed,Mumbai, Few Hours Ago,11," Full Time, Permanent", Full Stack Data Scientist," 
UG: Any Graduate
PG: Any Postgraduate","python, artificial intelligence, sql, data science, ml, cloudera, natural language processing, scikit-learn, metadata management, pyspark, aws sagemaker, machine learning, azure devops, deep learning, tensorflow, tableau, spark, gcp, kafka, pytorch, gitlab"
Data Analyst,Capgemini,4 - 6 years,Not Disclosed,Bengaluru, Few Hours Ago,59," Full Time, Permanent", Data Analyst," 
UG: Any Graduate
PG: Any Postgraduate","python, software development, pyspark, relational databases, sql, data analytics, software design, data warehousing, microsoft azure, power bi, machine learning, data engineering, data bricks, data science, data modeling, spark, adas, agile, etl, aws, big data"
S&C Global Network - AI - Auto & Industrial - Consultant,Accenture,3 - 6 years,Not Disclosed,Bengaluru, Few Hours Ago, Less than 10," Full Time, Permanent", NLP / DL Engineering / Architect," 
UG: Any Graduate
PG: Any Postgraduate, MBA/PGDM in Marketing","python, machine learning, sql, tensorflow, data science, scikit-learn, microsoft azure, communication and interpersonal skills, artificial intelligence, nosql, r, spark, gcp, supply chain optimization, hadoop, api, robotic process automation, big data, aws"
S&C Global Network - AI - Auto & Industrial - Consultant,Accenture,3 - 6 years,Not Disclosed,Gurugram, Few Hours Ago, Less than 10," Full Time, Permanent", NLP / DL Engineering / Architect," 
UG: Any Graduate
PG: MBA/PGDM in Marketing, Any Postgraduate","python, machine learning, sql, tensorflow, data science, scikit-learn, microsoft azure, communication and interpersonal skills, artificial intelligence, nosql, r, spark, gcp, supply chain optimization, hadoop, api, robotic process automation, big data, aws"
Data Governance Practitioner,Accenture,12 - 17 years,Not Disclosed,Pune, Few Hours Ago, Less than 10," Full Time, Permanent", Database Analyst," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","python, data analytics, data management, data bricks, data governance, hive, data analysis, pyspark, data warehousing, microsoft azure, power bi, azure data factory, machine learning, sql server, sql, tableau, r, data science, spark, hadoop, sqoop, big data, etl, aws"
Data Governance Practitioner,Accenture,5 - 10 years,Not Disclosed,Pune, Few Hours Ago, Less than 10," Full Time, Permanent", Database Analyst," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","python, data analytics, data management, data bricks, data governance, hive, data analysis, pyspark, data warehousing, microsoft azure, power bi, azure data factory, machine learning, sql server, sql, tableau, r, data science, spark, hadoop, sqoop, big data, etl, aws"
S&C Global Network - AI - Auto & Industrial - Analyst,Accenture,1 - 3 years,Not Disclosed,Bengaluru, Few Hours Ago, Less than 10," Full Time, Permanent", Data Engineer," 
UG: Any Graduate
PG: MBA/PGDM in Marketing, Any Postgraduate","python, machine learning, sql, tensorflow, data science, image processing, c++, scikit-learn, microsoft azure, artificial intelligence, nosql, deep learning, r, spark, gcp, computer vision, network analysis, hadoop, api, big data, aws, opencv"
S&C Global Network - AI - Auto & Industrial - Analyst,Accenture,1 - 3 years,Not Disclosed,Gurugram, Few Hours Ago, Less than 10," Full Time, Permanent", Data Engineer," 
UG: Any Graduate
PG: Any Postgraduate, MBA/PGDM in Marketing","python, machine learning, sql, tensorflow, data science, image processing, c++, scikit-learn, microsoft azure, artificial intelligence, nosql, deep learning, r, spark, gcp, computer vision, network analysis, hadoop, api, big data, aws, opencv"
